last,first,full_nm,nickname,ht,wt,reach,stance,w,l,d,belt,country,age_in_2023,active
Tsuruya,Rei,Rei Tsuruya,,"5' 6""",125 lbs.,"68.0""",Orthodox,7,0,0,FALSE,RUS,29,FALSE
Tuchscherer,Chris,Chris Tuchscherer,The Crowbar,"6' 2""",258 lbs.,"76.0""",Orthodox,21,4,0,FALSE,USA,27,FALSE
Tuck,Jon,Jon Tuck,Super Saiyan,"5' 11""",155 lbs.,"73.0""",Orthodox,10,5,0,FALSE,GUM,34,FALSE
Tucker,Gavin,Gavin Tucker,Guv'nor,"5' 6""",145 lbs.,"66.0""",Southpaw,13,2,0,FALSE,CAN,31,TRUE
Tuerxun,Jumabieke,Jumabieke Tuerxun,The Wild Wolf,"5' 7""",135 lbs.,--,Orthodox,19,4,1,FALSE,CHN,34,FALSE
Tuggle,Tom,Tom Tuggle,The Law,"6' 2""",250 lbs.,--,Orthodox,0,3,0,FALSE,CHN,28,FALSE
Tugman,Blair,Blair Tugman,,"6' 0""",135 lbs.,--,,10,6,0,FALSE,USA,31,FALSE
Tuivasa,Tai,Tai Tuivasa,Bam Bam,"6' 2""",264 lbs.,"75.0""",Southpaw,15,5,0,FALSE,AUS,28,TRUE
Tukhugov,Zubaira,Zubaira Tukhugov,Warrior,"5' 8""",155 lbs.,"68.0""",Orthodox,20,6,1,FALSE,RUS,28,TRUE
Tuli,Teila,Teila Tuli,,"6' 0""",430 lbs.,--,Orthodox,0,1,0,FALSE,RUS,28,FALSE
Tulio,Marco,Marco Tulio,Robocop,--,185 lbs.,--,,9,1,0,FALSE,BRA,27,FALSE
Tumendemberel,Nyamjargal,Nyamjargal Tumendemberel,Art of Knockout,"5' 7""",125 lbs.,"71.0""",Orthodox,7,0,0,FALSE,KGZ,29,FALSE
Tumenov,Albert,Albert Tumenov,Einstein,"5' 11""",170 lbs.,"73.0""",Orthodox,18,4,0,FALSE,RUS,#N/A,FALSE
Turcios,Ricky,Ricky Turcios,,"5' 9""",135 lbs.,"71.0""",Orthodox,13,3,0,FALSE,USA,29,TRUE
Turkalj,Anton,Anton Turkalj,The Pleasure Man,"6' 4""",205 lbs.,"78.0""",Orthodox,8,2,0,FALSE,SWE,31,FALSE
Turman,Wellington,Wellington Turman,The Prodigy,"6' 0""",170 lbs.,"72.0""",Orthodox,18,7,0,FALSE,BRA,28,TRUE
Turner,Courtney,Courtney Turner,,"6' 2""",170 lbs.,--,,0,3,0,FALSE,USA,31,FALSE
Turner,Jalin,Jalin Turner,The Tarantula,"6' 3""",155 lbs.,"77.0""",Southpaw,13,6,0,FALSE,USA,31,TRUE
Tweedy,Austin,Austin Tweedy,,"5' 9""",155 lbs.,--,Orthodox,8,2,0,FALSE,USA,31,FALSE
Tybura,Marcin,Marcin Tybura,Tybur,"6' 3""",249 lbs.,"78.0""",Orthodox,24,7,0,FALSE,POL,27,TRUE
Uchida,Takeru,Takeru Uchida,,"5' 5""",125 lbs.,"68.0""",Southpaw,6,1,0,FALSE,JPN,28,FALSE
Uda,Alberto,Alberto Uda,,"6' 3""",185 lbs.,--,Orthodox,12,2,0,FALSE,BRA,#N/A,FALSE
Ueyama,Ryuki,Ryuki Ueyama,,"5' 11""",180 lbs.,--,Southpaw,12,18,5,FALSE,JPN,29,FALSE
Uflacker,Christian,Christian Uflacker,,"5' 11""",170 lbs.,--,,5,0,0,FALSE,JPN,27,FALSE
Uhrich,Andy,Andy Uhrich,,"6' 0""",170 lbs.,--,,11,6,0,FALSE,USA,31,FALSE
Ulanbekov,Tagir,Tagir Ulanbekov,,"5' 7""",125 lbs.,"70.0""",Southpaw,14,2,0,FALSE,RUS,28,TRUE
Ulberg,Carlos,Carlos Ulberg,Black Jag,"6' 4""",205 lbs.,"77.0""",Orthodox,9,1,0,FALSE,NZL,31,TRUE
Umalatov,Gasan,Gasan Umalatov,Cobra,"5' 11""",170 lbs.,"71.0""",Orthodox,17,4,2,FALSE,RUS,31,FALSE
Umphries,Jeremy,Jeremy Umphries,,--,160 lbs.,--,,5,2,0,FALSE,RUS,31,FALSE
Underwood,Zach,Zach Underwood,,"6' 2""",185 lbs.,--,,13,7,0,FALSE,USA,28,FALSE
Uno,Caol,Caol Uno,Uno Shoten,"5' 7""",155 lbs.,"70.0""",Southpaw,33,19,5,FALSE,JPN,31,FALSE
Ura,Kengo,Kengo Ura,Uraken,"5' 9""",165 lbs.,--,,14,12,2,FALSE,AUS,27,FALSE
Urban,Logan,Logan Urban,Hulk,"6' 0""",170 lbs.,"72.0""",Orthodox,5,1,0,FALSE,USA,27,FALSE
Urbina,Hector,Hector Urbina,El Toro,"5' 11""",170 lbs.,"73.0""",Orthodox,17,10,1,FALSE,USA,31,FALSE
Urbina,Elias,Elias Urbina,,"6' 3""",185 lbs.,"77.0""",Southpaw,3,1,0,FALSE,USA,31,FALSE
Urbina,Gilbert,Gilbert Urbina,The RGV Bad Boy,"6' 3""",170 lbs.,"75.0""",Orthodox,7,3,0,FALSE,USA,31,TRUE
Urso,Nick,Nick Urso,,"5' 6""",125 lbs.,"66.0""",Southpaw,10,3,0,FALSE,USA,29,FALSE
Urushitani,Yasuhiro,Yasuhiro Urushitani,,"5' 5""",125 lbs.,--,Southpaw,21,8,6,FALSE,JPN,28,FALSE
Usami,Sho Patrick,Sho Patrick Usami,Savage,"5' 9""",155 lbs.,"70.0""",Orthodox,4,1,0,FALSE,JPN,29,FALSE
Usman,Kamaru,Kamaru Usman,The Nigerian Nightmare,"6' 0""",170 lbs.,"76.0""",Switch,20,3,0,TRUE,NGR,34,FALSE
Usman,Mohammed,Mohammed Usman,The Motor,"6' 2""",239 lbs.,"79.0""",Orthodox,10,2,0,FALSE,USA,27,FALSE
Uyenoyama,Darren,Darren Uyenoyama,BC,"5' 6""",125 lbs.,"65.0""",Orthodox,10,6,0,FALSE,USA,31,FALSE
Vaculik,Richie,Richie Vaculik,Vas,"5' 6""",125 lbs.,"69.0""",Orthodox,10,4,0,FALSE,AUS,29,FALSE
Valavicius,Egidijus,Egidijus Valavicius,,"6' 0""",200 lbs.,--,Orthodox,29,12,0,FALSE,LTU,31,FALSE
Valdez,Genaro,Genaro Valdez,Rayadito,"5' 9""",155 lbs.,"72.0""",Orthodox,10,2,0,FALSE,MEX,31,FALSE
Valencia,Charlie,Charlie Valencia,,"5' 3""",135 lbs.,"64.0""",Orthodox,12,7,0,FALSE,USA,27,FALSE
Valenzuela,Victor,Victor Valenzuela,Joe Boxer,"5' 10""",155 lbs.,--,,13,6,2,FALSE,MEX,28,FALSE
Valenzuela,Ivan,Ivan Valenzuela,Bam Bam,"6' 2""",185 lbs.,"77.0""",Orthodox,8,2,0,FALSE,MEX,31,FALSE
Valiev,Timur,Timur Valiev,Lucky,"5' 6""",135 lbs.,"67.0""",Orthodox,18,3,0,FALSE,RUS,28,FALSE
Valimaki,Victor,Victor Valimaki,The Matrix,"6' 0""",205 lbs.,--,Orthodox,18,10,0,FALSE,CAN,28,FALSE
Valladerez,Andrew,Andrew Valladerez,,--,135 lbs.,--,,5,7,0,FALSE,PER,31,FALSE
Vallejos,Kevin,Kevin Vallejos,El Chino,--,145 lbs.,--,,11,0,0,FALSE,FRA,27,FALSE
Vallie-Flagg,Isaac,Isaac Vallie-Flagg,,"5' 8""",155 lbs.,"70.0""",Orthodox,16,7,1,FALSE,USA,31,FALSE
Van,Joshua,Joshua Van,The Fearless,"5' 5""",125 lbs.,"65.0""",Orthodox,8,1,0,FALSE,RSA,34,FALSE
van Arsdale,Mike,Mike van Arsdale,,"6' 2""",205 lbs.,--,Switch,8,5,0,FALSE,ESP,27,FALSE
Van Buren,Matt,Matt Van Buren,Gutter,"6' 5""",205 lbs.,--,,7,6,0,FALSE,USA,27,FALSE
van Clief,Ron,Ron van Clief,The Black Dragon,"5' 10""",190 lbs.,--,Orthodox,0,1,0,FALSE,NED,29,FALSE
Van Dams,Lloyd,Lloyd Van Dams,,"6' 1""",240 lbs.,--,Southpaw,0,1,0,FALSE,NED,27,FALSE
VanCamp,Cameron,Cameron VanCamp,Jumpman,"6' 2""",155 lbs.,"74.0""",Switch,15,7,1,FALSE,USA,31,TRUE
Vance,Chad,Chad Vance,,"6' 0""",185 lbs.,--,Orthodox,7,5,0,FALSE,USA,31,FALSE
Vanderaa,Jared,Jared Vanderaa,,"6' 4""",265 lbs.,"80.0""",Orthodox,12,10,0,FALSE,USA,31,TRUE
Vanderford,Austin,Austin Vanderford,AK-47,"5' 11""",170 lbs.,--,Orthodox,4,0,0,FALSE,USA,31,FALSE
Vannata,Lando,Lando Vannata,Groovy,"5' 9""",155 lbs.,"71.0""",Orthodox,12,7,2,FALSE,USA,27,TRUE
VanZant,Paige,Paige VanZant,12 Gauge,"5' 4""",115 lbs.,"65.0""",Orthodox,8,5,0,FALSE,USA,29,FALSE
Varelans,Paul,Paul Varelans,The Polar Bear,"6' 8""",300 lbs.,--,Orthodox,9,9,0,FALSE,ARG,29,FALSE
Vargas,Kazula,Kazula Vargas,,"5' 8""",155 lbs.,"71.0""",Southpaw,12,5,0,FALSE,MEX,27,FALSE
Varner,Jamie,Jamie Varner,,"5' 8""",155 lbs.,"71.0""",Orthodox,21,11,1,FALSE,USA,31,FALSE
Vasconcelos,Guilherme,Guilherme Vasconcelos,Bomba,"6' 0""",185 lbs.,--,Orthodox,9,4,0,FALSE,BRA,31,FALSE
Vassell,Linton,Linton Vassell,The Swarm,"6' 4""",205 lbs.,--,,18,5,0,FALSE,ENG,27,FALSE
Vaughan,Billy,Billy Vaughan,,"5' 6""",155 lbs.,--,,12,17,0,FALSE,ENG,31,FALSE
Vaulin,Yuri,Yuri Vaulin,,"6' 4""",197 lbs.,--,Southpaw,0,1,0,FALSE,USA,28,FALSE
Vazquez,Javier,Javier Vazquez,Showtime,"5' 7""",145 lbs.,"69.0""",Southpaw,16,5,0,FALSE,USA,31,FALSE
Vazquez,Manny,Manny Vazquez,,"5' 10""",125 lbs.,"72.0""",Orthodox,11,2,0,FALSE,USA,27,FALSE
Veach,Matt,Matt Veach,,"5' 11""",155 lbs.,--,Orthodox,17,5,0,FALSE,USA,27,FALSE
Vedepo,Joe,Joe Vedepo,The Doctor,"6' 0""",185 lbs.,--,Orthodox,18,9,0,FALSE,USA,34,FALSE
Velasco,Kelly,Kelly Velasco,Killer,"5' 9""",135 lbs.,--,Orthodox,2,1,0,FALSE,USA,27,FALSE
Velasco,Greg,Greg Velasco,The Viking King,--,--,--,,6,0,0,FALSE,MEX,31,FALSE
Velasquez,Cain,Cain Velasquez,,"6' 1""",240 lbs.,"77.0""",Orthodox,14,3,0,TRUE,USA,31,FALSE
Velasquez,David,David Velasquez,Little,"5' 5""",145 lbs.,--,Orthodox,10,10,0,FALSE,USA,31,FALSE
Velickovic,Bojan,Bojan Velickovic,Serbian Steel,"6' 0""",170 lbs.,"76.0""",Southpaw,15,6,1,FALSE,SER,31,FALSE
Vemola,Karlos,Karlos Vemola,,"6' 0""",185 lbs.,"75.0""",Orthodox,17,5,0,FALSE,CZE,34,FALSE
Vendramini,Luigi,Luigi Vendramini,The Italian Stallion,"5' 8""",155 lbs.,"73.0""",Orthodox,9,3,0,FALSE,ITA,27,FALSE
Venetiaan,Jerrel,Jerrel Venetiaan,,"6' 1""",195 lbs.,--,Orthodox,4,3,0,FALSE,AUS,31,FALSE
Ventimiglia,Scott,Scott Ventimiglia,Meant to Kill Ya,"5' 11""",185 lbs.,--,,14,6,1,FALSE,USA,29,FALSE
Vera,Brandon,Brandon Vera,The Truth,"6' 3""",230 lbs.,"78.0""",Orthodox,15,7,0,FALSE,USA,31,FALSE
Vera,Kerry,Kerry Vera,,"5' 7""",135 lbs.,--,Orthodox,2,0,0,FALSE,USA,27,FALSE
Vera,Marlon,Marlon Vera,Chito,"5' 8""",135 lbs.,"70.0""",Switch,20,8,1,FALSE,ECU,27,TRUE
Verbeek,Isis,Isis Verbeek,Fight Queen,--,115 lbs.,--,,4,1,0,FALSE,NED,31,FALSE
Verdicia,Ernie,Ernie Verdicia,,"5' 11""",199 lbs.,--,Orthodox,0,1,0,FALSE,RUS,31,FALSE
Veres,Joe,Joe Veres,,"5' 7""",155 lbs.,--,Orthodox,4,3,0,FALSE,USA,34,FALSE
Veretennikov,Nikolay,Nikolay Veretennikov,,"6' 1""",170 lbs.,"74.0""",Orthodox,9,4,0,FALSE,KAZ,29,FALSE
Vergara,CJ,CJ Vergara,,"5' 6""",125 lbs.,"68.0""",Orthodox,11,4,1,FALSE,USA,27,FALSE
Verissimo,Renato,Renato Verissimo,Charuto,"6' 1""",170 lbs.,--,Orthodox,7,5,0,FALSE,BRA,29,FALSE
Vetell,Bryan,Bryan Vetell,,"6' 3""",265 lbs.,--,Southpaw,4,3,0,FALSE,FRA,31,FALSE
Vettori,Marvin,Marvin Vettori,The Italian Dream,"6' 0""",185 lbs.,"74.0""",Southpaw,19,7,1,FALSE,ITA,27,TRUE
Viana,Hugo,Hugo Viana,Wolverine,"5' 6""",135 lbs.,"67.0""",Orthodox,8,4,0,FALSE,BRA,31,FALSE
Viana,Guilherme,Guilherme Viana,,"6' 4""",205 lbs.,--,,7,3,0,FALSE,BRA,31,FALSE
Viana,Polyana,Polyana Viana,Dama de Ferro,"5' 5""",115 lbs.,"67.0""",Orthodox,13,5,0,FALSE,BRA,29,TRUE
Vianna,Vitor,Vitor Vianna,,--,205 lbs.,--,Orthodox,12,3,1,FALSE,BRA,28,FALSE
Vick,James,James Vick,The Texecutioner,"6' 3""",155 lbs.,"76.0""",Orthodox,13,5,0,FALSE,USA,31,FALSE
Vidal,Tamires,Tamires Vidal,Tractor,"5' 6""",135 lbs.,"68.0""",Orthodox,7,1,0,FALSE,BRA,28,FALSE
Vieira,Milton,Milton Vieira,Miltinho,"6' 0""",145 lbs.,--,Orthodox,13,8,2,FALSE,BRA,27,FALSE
Vieira,Reginaldo,Reginaldo Vieira,,"5' 7""",135 lbs.,"65.0""",Orthodox,13,5,0,FALSE,BRA,29,FALSE
Vieira,Ketlen,Ketlen Vieira,Fenomeno,"5' 8""",135 lbs.,"68.0""",Orthodox,13,3,0,FALSE,BRA,27,TRUE
Vieira,Rodolfo,Rodolfo Vieira,,"6' 0""",185 lbs.,"73.0""",Orthodox,9,2,0,FALSE,BRA,29,TRUE
Vigneault,Steve,Steve Vigneault,Lionheart,"5' 10""",185 lbs.,--,Orthodox,12,6,0,FALSE,BRA,28,FALSE
Villalobos,Alejandro,Alejandro Villalobos,,"5' 7""",145 lbs.,--,,17,5,0,FALSE,CRC,#N/A,FALSE
Villalona,DeMarco,DeMarco Villalona,,"5' 9""",185 lbs.,--,,1,3,0,FALSE,MEX,31,FALSE
Villante,Gian,Gian Villante,,"6' 3""",230 lbs.,"76.0""",Orthodox,17,14,0,FALSE,USA,31,FALSE
Villanueva,Ike,Ike Villanueva,Hurricane,"6' 1""",205 lbs.,"73.0""",Orthodox,18,14,0,FALSE,USA,31,FALSE
Villareal,Ruben,Ruben Villareal,Warpath,"6' 4""",265 lbs.,--,Orthodox,22,28,3,FALSE,USA,29,FALSE
Villarreal,Armando,Armando Villarreal,La Lumbre,"5' 7""",135 lbs.,"66.0""",Southpaw,5,2,0,FALSE,USA,31,FALSE
Villaseca,Pablo,Pablo Villaseca,El Gallo,"5' 7""",155 lbs.,--,,12,3,0,FALSE,CHI,29,FALSE
Villasenor,Joey,Joey Villasenor,Smokin' Joe,"6' 0""",185 lbs.,--,Orthodox,29,10,0,FALSE,USA,34,FALSE
Villefort,Danillo,Danillo Villefort,Indio,"6' 1""",185 lbs.,--,Orthodox,15,5,0,FALSE,BRA,31,FALSE
Villefort,Yuri,Yuri Villefort,,"6' 0""",170 lbs.,"73.0""",Orthodox,10,5,0,FALSE,BRA,28,FALSE
Vinicius,Marcos,Marcos Vinicius,Vina,"5' 9""",125 lbs.,--,Orthodox,23,11,1,FALSE,BRA,27,FALSE
Visher,Brandon,Brandon Visher,The Viper,"5' 6""",135 lbs.,"68.0""",Orthodox,13,3,0,FALSE,RUS,31,FALSE
Vitale,Falaniko,Falaniko Vitale,Niko,"5' 10""",185 lbs.,--,Orthodox,30,11,0,FALSE,USA,31,FALSE
Vlismas,Cheyanne,Cheyanne Vlismas,The Warrior Princess,"5' 3""",115 lbs.,"63.0""",Switch,7,3,0,FALSE,USA,27,TRUE
Voelker,Bobby,Bobby Voelker,Vicious,"6' 0""",170 lbs.,"74.0""",Orthodox,19,13,0,FALSE,USA,31,FALSE
Vogel,Mateo,Mateo Vogel,Carrapato,--,155 lbs.,--,,8,2,0,FALSE,CAN,27,FALSE
Volkanovski,Alexander,Alexander Volkanovski,The Great,"5' 6""",145 lbs.,"71.0""",Orthodox,25,2,0,TRUE,AUS,31,FALSE
Volkmann,Jacob,Jacob Volkmann,Christmas,"5' 9""",155 lbs.,"71.0""",Southpaw,19,7,0,FALSE,USA,31,FALSE
Volkov,Alexander,Alexander Volkov,Drago,"6' 7""",250 lbs.,"80.0""",Orthodox,36,10,0,FALSE,RUS,31,TRUE
Von Flue,Jason,Jason Von Flue,Live Wire,"6' 0""",170 lbs.,--,Orthodox,14,12,1,FALSE,USA,31,FALSE
Voorn,Milco,Milco Voorn,,--,220 lbs.,--,Orthodox,20,11,1,FALSE,AUT,27,FALSE
Vorgeas,Mark,Mark Vorgeas,,"5' 10""",135 lbs.,--,,5,3,1,FALSE,AUT,27,FALSE
Vovchanchyn,Igor,Igor Vovchanchyn,Ice Cold,"5' 8""",205 lbs.,--,Orthodox,55,10,0,FALSE,UKR,31,FALSE
Wade,James,James Wade,,"5' 10""",205 lbs.,--,,4,11,0,FALSE,USA,31,FALSE
Wade,Chris,Chris Wade,,"5' 10""",155 lbs.,"70.0""",Orthodox,12,3,0,FALSE,USA,27,FALSE
Wain,Neil,Neil Wain,Old School,"5' 10""",242 lbs.,--,Orthodox,13,4,0,FALSE,ENG,29,FALSE
Waldburger,TJ,TJ Waldburger,,"5' 11""",170 lbs.,"75.0""",Orthodox,16,9,0,FALSE,USA,28,FALSE
Waldon,Chase,Chase Waldon,,"6' 1""",185 lbs.,"75.0""",Orthodox,11,2,0,FALSE,USA,27,FALSE
Walker,Andre,Andre Walker,,"5' 11""",205 lbs.,--,Southpaw,1,5,0,FALSE,USA,31,FALSE
Walker,Herschel,Herschel Walker,,"6' 1""",215 lbs.,--,Orthodox,2,0,0,FALSE,USA,31,FALSE
Walker,Donny,Donny Walker,Eagle Eye,"5' 9""",135 lbs.,--,,15,10,0,FALSE,USA,31,FALSE
Walker,Johnny,Johnny Walker,,"6' 6""",205 lbs.,"82.0""",Orthodox,21,7,0,FALSE,BRA,34,TRUE
Walker,Brogan,Brogan Walker,The Bear,"5' 4""",125 lbs.,"67.0""",Switch,8,4,0,FALSE,USA,31,FALSE
Walker,Valter,Valter Walker,The Clean Monster,--,--,--,,11,0,0,FALSE,USA,28,FALSE
Wall,Ben,Ben Wall,Manimal,"5' 10""",155 lbs.,--,Orthodox,8,7,1,FALSE,AUS,31,FALSE
Wallace,Crafton,Crafton Wallace,Blaze,"6' 0""",185 lbs.,--,Orthodox,18,6,1,FALSE,AUS,31,FALSE
Wallace,Rodney,Rodney Wallace,Shonuff the Master,"5' 9""",205 lbs.,"72.0""",Switch,26,15,1,FALSE,USA,29,FALSE
Wallace,Jeremy,Jeremy Wallace,,"5' 9""",--,--,,4,6,0,FALSE,AUS,31,FALSE
Wallace,Randall,Randall Wallace,Braveheart,"5' 11""",185 lbs.,"73.0""",Orthodox,15,6,0,FALSE,USA,29,FALSE
Wallace,James,James Wallace,Jesse,"5' 10""",155 lbs.,"69.0""",Orthodox,5,2,0,FALSE,AUS,31,FALSE
Wallhead,Jim,Jim Wallhead,Judo,"5' 10""",170 lbs.,--,Orthodox,29,11,0,FALSE,USA,31,FALSE
Walmsley,Cory,Cory Walmsley,Hardcore,"6' 0""",205 lbs.,--,Orthodox,8,2,0,FALSE,ENG,31,FALSE
Walsh,Richard,Richard Walsh,Filthy Rich,"6' 0""",170 lbs.,"73.0""",Orthodox,9,5,0,FALSE,AUS,29,FALSE
Walsh,Patrick,Patrick Walsh,The Beast of the East,"5' 11""",185 lbs.,--,,10,3,0,FALSE,USA,29,FALSE
Wanderlei,Erick,Erick Wanderlei,,"6' 1""",205 lbs.,--,Orthodox,3,3,0,FALSE,POL,31,FALSE
Wanderley,Dimitiri,Dimitiri Wanderley,,--,205 lbs.,--,Orthodox,5,2,0,FALSE,POL,31,FALSE
Wang,Andy,Andy Wang,,"5' 6""",155 lbs.,--,Orthodox,7,8,1,FALSE,POL,31,FALSE
Wang,Sai,Sai Wang,The Fire Kylin,"6' 0""",170 lbs.,--,Southpaw,20,6,1,FALSE,CHN,29,FALSE
Wang,Anying,Anying Wang,,"6' 0""",170 lbs.,--,Orthodox,2,1,0,FALSE,CHN,31,FALSE
Wang-Kim,Joshua,Joshua Wang-Kim,Twin Dragon,"5' 9""",135 lbs.,"71.0""",Switch,5,2,0,FALSE,USA,34,FALSE
Warburton,Curt,Curt Warburton,,"6' 0""",155 lbs.,"73.0""",Orthodox,13,6,0,FALSE,ENG,31,FALSE
Ward,Brennan,Brennan Ward,The Irish Bad Boy,"5' 10""",170 lbs.,"71.0""",,14,5,0,FALSE,USA,31,FALSE
Ward,Charlie,Charlie Ward,,"5' 11""",170 lbs.,--,Orthodox,3,3,0,FALSE,IRL,27,FALSE
Ware,Terrion,Terrion Ware,Flash,"5' 8""",135 lbs.,"71.0""",Orthodox,17,9,0,FALSE,USA,28,FALSE
Warren,Joe,Joe Warren,,"5' 6""",135 lbs.,--,Orthodox,15,6,0,FALSE,USA,34,FALSE
Warren,Brian,Brian Warren,Mr. Unbreakable,"6' 0""",185 lbs.,--,Orthodox,18,17,1,FALSE,USA,31,FALSE
Warren,Merritt,Merritt Warren,,"5' 10""",155 lbs.,--,Southpaw,3,3,0,FALSE,USA,27,FALSE
Wasi,Idris,Idris Wasi,,"6' 0""",186 lbs.,--,,2,14,0,FALSE,USA,31,FALSE
Watanabe,Kengo,Kengo Watanabe,,"6' 4""",220 lbs.,--,Orthodox,8,13,3,FALSE,JPN,27,FALSE
Watanabe,Kazuhisa,Kazuhisa Watanabe,,"5' 6""",139 lbs.,--,,0,1,0,FALSE,JPN,27,FALSE
Waterman,Ron,Ron Waterman,H20,"6' 2""",280 lbs.,--,Orthodox,16,6,2,FALSE,JPN,29,FALSE
Waters,Andy,Andy Waters,,"6' 0""",170 lbs.,--,,1,2,0,FALSE,JPN,31,FALSE
Waters,Dominic,Dominic Waters,Sho Nuff,"6' 1""",170 lbs.,"79.0""",Orthodox,9,5,0,FALSE,USA,31,FALSE
Waters,Trey,Trey Waters,The Truth,"6' 5""",170 lbs.,"77.0""",Orthodox,8,1,0,FALSE,USA,28,FALSE
Waterson-Gomez,Michelle,Michelle Waterson-Gomez,The Karate Hottie,"5' 3""",115 lbs.,"62.0""",Orthodox,18,11,0,FALSE,USA,27,FALSE
Watford,Sam,Sam Watford,,--,155 lbs.,--,,2,2,0,FALSE,USA,29,FALSE
Watkins,Blake,Blake Watkins,,--,185 lbs.,--,,5,1,0,FALSE,USA,31,FALSE
Watson,Kyle,Kyle Watson,,"6' 0""",155 lbs.,--,Southpaw,13,8,1,FALSE,USA,27,FALSE
Watson,Maka,Maka Watson,,--,155 lbs.,--,,4,2,0,FALSE,USA,27,FALSE
Watson,Walel,Walel Watson,The Gazelle,"5' 11""",135 lbs.,"75.0""",Orthodox,14,10,0,FALSE,USA,28,FALSE
Watson,Tom,Tom Watson,Kong,"6' 1""",185 lbs.,"73.0""",Orthodox,17,9,0,FALSE,ENG,28,FALSE
Watson,Enrique,Enrique Watson,,--,185 lbs.,--,,3,1,0,FALSE,USA,31,FALSE
Weaver,Brok,Brok Weaver,Chata Tuska,"6' 0""",155 lbs.,"73.0""",Southpaw,15,6,0,FALSE,USA,31,FALSE
Webb,Jonavin,Jonavin Webb,The Spyder,"5' 10""",170 lbs.,--,Orthodox,9,2,0,FALSE,USA,34,FALSE
Webber,Stephanie,Stephanie Webber,,"5' 6""",135 lbs.,--,,2,2,0,FALSE,USA,28,FALSE
Wee,Royston,Royston Wee,,"5' 7""",135 lbs.,"67.0""",Orthodox,4,1,0,FALSE,SIN,29,FALSE
Weeks,Darian,Darian Weeks,,"5' 11""",170 lbs.,"72.0""",Orthodox,5,3,0,FALSE,USA,31,FALSE
Weems,Joshua,Joshua Weems,Wide Open,"5' 8""",135 lbs.,"69.0""",Orthodox,11,3,0,FALSE,USA,34,FALSE
Weichel,Daniel,Daniel Weichel,The Weasel,"5' 10""",145 lbs.,"70.0""",,39,9,0,FALSE,GER,31,FALSE
Weidman,Chris,Chris Weidman,The All-American,"6' 2""",185 lbs.,"78.0""",Orthodox,15,6,0,TRUE,USA,27,TRUE
Weir,Mark,Mark Weir,The Wizard,"6' 2""",185 lbs.,--,Southpaw,21,18,1,FALSE,USA,27,FALSE
Wellisch,Christian,Christian Wellisch,The Hungarian Nightmare,"6' 2""",234 lbs.,"77.0""",Orthodox,8,5,0,FALSE,HUN,27,FALSE
Wells,Jeremiah,Jeremiah Wells,,"5' 9""",170 lbs.,"74.0""",Switch,12,2,1,FALSE,USA,31,FALSE
Werdum,Fabricio,Fabricio Werdum,Vai Cavalo,"6' 4""",231 lbs.,"77.0""",Orthodox,24,9,1,FALSE,BRA,31,FALSE
Wessel,Mike,Mike Wessel,Juggernaut,"6' 0""",260 lbs.,--,Orthodox,15,8,0,FALSE,USA,27,FALSE
West,Dustin,Dustin West,,"5' 11""",170 lbs.,--,,6,6,0,FALSE,USA,31,FALSE
Westcott,Sheldon,Sheldon Westcott,,"6' 1""",170 lbs.,"71.0""",Southpaw,10,3,1,FALSE,CAN,29,FALSE
Wetherspoon,Aaron,Aaron Wetherspoon,Slam,--,170 lbs.,--,,9,5,0,FALSE,SWE,#N/A,FALSE
Wheeler,Coty,Coty Wheeler,Ox,"5' 6""",135 lbs.,"67.0""",Orthodox,14,5,0,FALSE,ENG,31,FALSE
White,Vernon,Vernon White,Tiger,"6' 0""",205 lbs.,--,Southpaw,26,33,2,FALSE,USA,28,FALSE
White,Steve,Steve White,,"5' 11""",175 lbs.,--,,1,4,0,FALSE,USA,28,FALSE
White,Alex,Alex White,The Spartan,"6' 0""",155 lbs.,"71.0""",Southpaw,13,6,0,FALSE,USA,#N/A,FALSE
White,Craig,Craig White,The Thundercat,"6' 2""",170 lbs.,"76.0""",Orthodox,14,9,0,FALSE,ENG,31,FALSE
White,Patrik,Patrik White,Primetime,"6' 0""",155 lbs.,"72.0""",Orthodox,9,2,0,FALSE,USA,29,FALSE
Whiteford,Robert,Robert Whiteford,The Hammer,"5' 9""",145 lbs.,"69.0""",Southpaw,14,4,0,FALSE,SCT,29,FALSE
Whitehead,Mike,Mike Whitehead,,"6' 1""",205 lbs.,--,Orthodox,27,8,0,FALSE,USA,27,FALSE
Whiteley,Garett,Garett Whiteley,Goodnight,"6' 0""",155 lbs.,"72.0""",Orthodox,7,3,0,FALSE,USA,31,FALSE
Whitesel,Mitch,Mitch Whitesel,,"5' 9""",185 lbs.,--,,17,27,0,FALSE,USA,27,FALSE
Whitmire,Emily,Emily Whitmire,Spitfire,"5' 5""",125 lbs.,"63.0""",Orthodox,4,5,0,FALSE,USA,31,FALSE
Whittaker,Robert,Robert Whittaker,The Reaper,"6' 0""",185 lbs.,"73.0""",Orthodox,25,6,0,TRUE,AUS,29,TRUE
Wick,Josh,Josh Wick,The White Mamba,"5' 9""",155 lbs.,"69.0""",Switch,12,6,0,FALSE,USA,34,FALSE
Wieczorek,Adam,Adam Wieczorek,Siwy,"6' 5""",250 lbs.,"81.0""",Orthodox,10,2,0,FALSE,POL,#N/A,FALSE
