last,first,full_nm,nickname,ht,wt,reach,stance,w,l,d,belt,country,age_in_2023,active
Jauregui,Louis,Louis Jauregui,,"5' 7""",170 lbs.,--,,4,2,0,FALSE,CAN,27,FALSE
Jauregui,Yazmin,Yazmin Jauregui,,"5' 3""",115 lbs.,"64.0""",Orthodox,10,0,0,FALSE,MEX,28,FALSE
Jaynes,Justin,Justin Jaynes,The Guitar Hero,"5' 7""",145 lbs.,"68.0""",Orthodox,16,8,0,FALSE,USA,34,FALSE
Jedrzejczyk,Joanna,Joanna Jedrzejczyk,,"5' 6""",115 lbs.,"65.0""",Orthodox,16,5,0,FALSE,POL,34,FALSE
Jeffery,Aaron,Aaron Jeffery,,"6' 2""",185 lbs.,"73.0""",Orthodox,10,3,0,FALSE,CAN,#N/A,FALSE
Jenkins,Trent,Trent Jenkins,,"6' 2""",185 lbs.,--,,0,4,0,FALSE,USA,28,FALSE
Jenkins,Bubba,Bubba Jenkins,The Highlight Kid,"5' 7""",145 lbs.,--,,11,4,0,FALSE,USA,31,FALSE
Jenkins,Adrienna,Adrienna Jenkins,AJ,"5' 8""",145 lbs.,--,,19,6,0,FALSE,USA,#N/A,FALSE
Jenkins,Brandon,Brandon Jenkins,The Human Highlight Reel,"6' 0""",155 lbs.,"71.0""",Switch,15,9,0,FALSE,USA,31,FALSE
Jenkins,Jack,Jack Jenkins,Phar,"5' 7""",145 lbs.,"68.0""",Switch,12,2,0,FALSE,WAL,31,FALSE
Jennum,Steve,Steve Jennum,,"5' 10""",215 lbs.,--,Orthodox,2,3,0,FALSE,USA,28,FALSE
Jensen,Ryan,Ryan Jensen,,"6' 1""",185 lbs.,"76.0""",Orthodox,21,8,0,FALSE,USA,29,FALSE
Jensen,Kyle,Kyle Jensen,,"5' 9""",170 lbs.,--,Orthodox,4,11,2,FALSE,USA,27,FALSE
Jeon,Chan-Mi,Chan-Mi Jeon,,"5' 5""",115 lbs.,--,Orthodox,5,2,0,FALSE,KOR,31,FALSE
Jewtuszko,Maciej,Maciej Jewtuszko,Irokez,"6' 0""",155 lbs.,--,Southpaw,12,3,0,FALSE,POL,27,FALSE
Jhun,Ronald,Ronald Jhun,The Machine Gun,"5' 11""",170 lbs.,--,Orthodox,24,26,2,FALSE,POL,29,FALSE
Jieleyisi,Baergeng,Baergeng Jieleyisi,,"5' 9""",135 lbs.,"71.0""",Orthodox,12,4,0,FALSE,USA,31,FALSE
Jimenez,Gilbert,Gilbert Jimenez,,--,155 lbs.,--,,8,12,1,FALSE,USA,31,FALSE
Jimmerson,Art,Art Jimmerson,,"6' 1""",196 lbs.,--,Orthodox,0,1,0,FALSE,ESP,31,FALSE
Jimmo,Ryan,Ryan Jimmo,The Big Deal,"6' 1""",205 lbs.,"73.0""",Orthodox,19,5,0,FALSE,CAN,29,FALSE
Asikeerbai,Jinensibieke,Jinensibieke Asikeerbai,,"5' 6""",155 lbs.,"69.0""",Orthodox,36,11,0,FALSE,RUS,34,FALSE
Jiniushiyue,, Jiniushiyue,Little King Kong,"5' 8""",125 lbs.,"69.0""",Southpaw,12,2,0,FALSE,CHN,#N/A,FALSE
Jo,Sung Bin,Sung Bin Jo,Korean Falcon,"6' 0""",145 lbs.,"72.0""",Orthodox,9,1,0,FALSE,SKO,28,FALSE
John De Tomas,Carls,Carls John De Tomas,,"5' 5""",125 lbs.,"71.0""",Southpaw,6,2,0,FALSE,PHI,31,FALSE
Johns,Phil,Phil Johns,,"5' 2""",170 lbs.,--,Southpaw,30,14,1,FALSE,USA,29,FALSE
Johns,Brett,Brett Johns,The Pikey,"5' 7""",135 lbs.,"71.0""",Orthodox,17,2,0,FALSE,WAL,31,FALSE
Johns,Miles,Miles Johns,Chapo,"5' 7""",135 lbs.,"66.0""",Orthodox,13,2,0,FALSE,USA,27,TRUE
Johnson,Anthony,Anthony Johnson,Rumble,"6' 2""",205 lbs.,"78.0""",Orthodox,22,6,0,FALSE,USA,31,FALSE
Johnson,DaMarques,DaMarques Johnson,Darkness,"6' 1""",170 lbs.,"75.0""",Orthodox,15,15,0,FALSE,USA,31,FALSE
Johnson,Devin,Devin Johnson,,--,--,--,,1,1,1,FALSE,USA,31,FALSE
Johnson,Travis,Travis Johnson,,--,205 lbs.,--,,0,1,0,FALSE,USA,28,FALSE
Johnson,Ricky,Ricky Johnson,,"5' 8""",145 lbs.,--,Orthodox,10,6,0,FALSE,USA,29,FALSE
Johnson,Tony,Tony Johnson,,"6' 2""",205 lbs.,"76.0""",Orthodox,7,2,0,FALSE,USA,28,FALSE
Johnson,Lavar,Lavar Johnson,Big,"6' 4""",240 lbs.,"82.0""",Orthodox,18,10,0,FALSE,USA,27,FALSE
Johnson,Demetrious,Demetrious Johnson,Mighty Mouse,"5' 3""",125 lbs.,"66.0""",Orthodox,27,3,1,TRUE,USA,31,FALSE
Johnson,Michael,Michael Johnson,The Menace,"5' 10""",155 lbs.,"73.0""",Southpaw,22,19,0,FALSE,USA,27,TRUE
Johnson,Deshaun,Deshaun Johnson,,--,167 lbs.,--,,6,9,0,FALSE,USA,31,FALSE
Johnson,Kajan,Kajan Johnson,Ragin',"5' 11""",155 lbs.,"75.0""",Orthodox,23,13,1,FALSE,CAN,34,FALSE
Johnson,Dashon,Dashon Johnson,Flyboy,"5' 7""",145 lbs.,--,Orthodox,9,2,0,FALSE,USA,31,FALSE
Johnson,Timothy,Timothy Johnson,,"6' 3""",265 lbs.,"77.0""",Southpaw,12,4,0,FALSE,USA,28,FALSE
Johnson,Tony,Tony Johnson,,"6' 1""",265 lbs.,--,,11,3,0,FALSE,USA,28,FALSE
Johnson,Jordan,Jordan Johnson,,"6' 2""",205 lbs.,"79.0""",Orthodox,10,0,0,FALSE,USA,34,FALSE
Johnson,Taylor,Taylor Johnson,Tombstone,"6' 0""",185 lbs.,"74.0""",Switch,5,1,0,FALSE,USA,28,FALSE
Johnson,Chad,Chad Johnson,Big Rigg,"6' 2""",230 lbs.,"80.0""",Orthodox,6,2,0,FALSE,USA,31,FALSE
Johnson,Jose,Jose Johnson,Lobo Solitario,"6' 0""",135 lbs.,"71.0""",Orthodox,15,7,0,FALSE,USA,34,FALSE
Johnson,Charles,Charles Johnson,InnerG,"5' 9""",125 lbs.,"70.0""",Switch,13,5,0,FALSE,USA,31,TRUE
Johnston,Brian,Brian Johnston,,"6' 3""",230 lbs.,--,Orthodox,5,5,0,FALSE,USA,31,FALSE
Jojua,Liana,Liana Jojua,She Wolf,"5' 4""",125 lbs.,"62.0""",Orthodox,8,5,0,FALSE,GEO,27,FALSE
Jolly,Daniel,Daniel Jolly,The Werewolf of Texas,"6' 1""",205 lbs.,"75.0""",Orthodox,5,3,0,FALSE,USA,31,FALSE
Jones,Paul,Paul Jones,,"5' 9""",199 lbs.,--,Orthodox,11,1,1,FALSE,ENG,29,FALSE
Jones,Jon,Jon Jones,Bones,"6' 4""",205 lbs.,"84.0""",Orthodox,27,1,0,TRUE,USA,34,TRUE
Jones,Nathan,Nathan Jones,,"6' 11""",345 lbs.,--,Orthodox,0,1,0,FALSE,ENG,29,FALSE
Jones,Marcus,Marcus Jones,The Darkness,"6' 6""",265 lbs.,--,Orthodox,4,2,0,FALSE,USA,27,FALSE
Jones,Carlton,Carlton Jones,,"6' 1""",225 lbs.,--,Orthodox,1,4,0,FALSE,USA,31,FALSE
Jones,Jesse,Jesse Jones,,"5' 9""",170 lbs.,--,,2,1,0,FALSE,USA,31,FALSE
Jones,Tito,Tito Jones,,"5' 8""",145 lbs.,--,Southpaw,11,8,0,FALSE,USA,28,FALSE
Jones,Roy,Roy Jones,,--,205 lbs.,--,,7,5,0,FALSE,USA,29,FALSE
Jones,Justin,Justin Jones,Black Dynamite,"5' 11""",185 lbs.,--,Orthodox,9,2,0,FALSE,USA,34,FALSE
Jones,Ben,Ben Jones,Blitzkrieg,--,185 lbs.,--,,4,4,0,FALSE,USA,31,FALSE
Jones,Victor,Victor Jones,,--,145 lbs.,--,,1,3,0,FALSE,USA,28,FALSE
Jones,Chris,Chris Jones,Lionheart,"5' 9""",149 lbs.,--,,10,5,0,FALSE,USA,27,FALSE
Jones,Roshaun,Roshaun Jones,,"5' 8""",135 lbs.,--,,2,6,0,FALSE,USA,29,FALSE
Jones,Jamelle,Jamelle Jones,The Beast,"6' 0""",205 lbs.,"75.0""",Orthodox,7,5,0,FALSE,USA,31,FALSE
Jones,Antonio,Antonio Jones,Doomsday,"5' 11""",185 lbs.,--,Orthodox,6,1,0,FALSE,USA,31,FALSE
Jones,Trevin,Trevin Jones,5 Star,"5' 7""",135 lbs.,"70.0""",Southpaw,13,10,0,FALSE,GUM,28,TRUE
Jones,Mason,Mason Jones,Dragon,"5' 10""",155 lbs.,"74.0""",Orthodox,11,2,0,FALSE,USA,27,TRUE
Jones,Craig,Craig Jones,,--,205 lbs.,--,,0,0,0,FALSE,USA,31,FALSE
Jones-Lybarger,Jocelyn,Jocelyn Jones-Lybarger,,"5' 7""",115 lbs.,"64.0""",Orthodox,6,4,0,FALSE,USA,34,FALSE
Jordan,Kevin,Kevin Jordan,The Shaman,"6' 3""",245 lbs.,--,Orthodox,11,9,0,FALSE,USA,27,FALSE
Jordan,Joe,Joe Jordan,,"5' 6""",155 lbs.,--,Orthodox,49,14,2,FALSE,USA,34,FALSE
Jordan,Shawn,Shawn Jordan,The Savage,"6' 0""",260 lbs.,"75.0""",Southpaw,19,8,0,FALSE,USA,29,FALSE
Jorge,Ivan,Ivan Jorge,Batman,"5' 9""",155 lbs.,"73.0""",Orthodox,27,7,0,FALSE,BRA,31,FALSE
Jorgensen,Scott,Scott Jorgensen,Young Guns,"5' 5""",135 lbs.,"66.0""",Orthodox,15,12,0,FALSE,USA,29,FALSE
Joseph,Gareth,Gareth Joseph,,--,205 lbs.,--,,9,5,0,FALSE,LBR,31,FALSE
Joseph,Dwight,Dwight Joseph,,"5' 6""",135 lbs.,--,Switch,5,0,0,FALSE,LBR,31,FALSE
Joslin,Jeff,Jeff Joslin,The Inferno,"6' 0""",170 lbs.,--,Orthodox,5,3,0,FALSE,LBR,31,FALSE
Jotko,Krzysztof,Krzysztof Jotko,,"6' 1""",185 lbs.,"77.0""",Southpaw,24,6,0,FALSE,POL,27,TRUE
Jouban,Alan,Alan Jouban,Brahma,"6' 0""",170 lbs.,"73.0""",Southpaw,17,7,0,FALSE,USA,#N/A,FALSE
Jourdain,Charles,Charles Jourdain,Air,"5' 9""",145 lbs.,"69.0""",Switch,14,6,1,FALSE,CAN,26,TRUE
Joy,Mike,Mike Joy,,"5' 6""",155 lbs.,--,Southpaw,11,8,0,FALSE,FRA,27,FALSE
Joynson,Dustin,Dustin Joynson,,"6' 6""",244 lbs.,"78.0""",Orthodox,5,0,0,FALSE,CAN,31,FALSE
Juarez,Tony,Tony Juarez,,--,155 lbs.,--,,1,12,0,FALSE,BRA,28,FALSE
Juarez,Jesse,Jesse Juarez,,"6' 1""",170 lbs.,--,Orthodox,23,12,0,FALSE,MEX,31,FALSE
Jubli,Anshul,Anshul Jubli,King of Lions,"6' 0""",155 lbs.,"69.0""",Switch,7,0,0,FALSE,BRA,31,FALSE
Judson,Steve,Steve Judson,,"5' 11""",230 lbs.,--,Orthodox,0,2,0,FALSE,BRA,28,FALSE
Jumeau,Luke,Luke Jumeau,The Jedi,"5' 11""",170 lbs.,"72.0""",Orthodox,13,5,0,FALSE,NZL,27,FALSE
Jung,Bu-Kyung,Bu-Kyung Jung,,"5' 7""",154 lbs.,--,Orthodox,0,4,0,FALSE,BIH,31,FALSE
Jung,Chan Sung,Chan Sung Jung,The Korean Zombie,"5' 7""",145 lbs.,"72.0""",Orthodox,17,7,0,FALSE,KOR,31,FALSE
Jung,Young Sam,Young Sam Jung,,"5' 8""",139 lbs.,--,Orthodox,4,8,0,FALSE,SKO,28,FALSE
Jung,Da Woon,Da Woon Jung,Sseda,"6' 4""",205 lbs.,"78.0""",Orthodox,15,4,1,FALSE,KOR,31,FALSE
Junk,Scott,Scott Junk,,"6' 1""",265 lbs.,--,Orthodox,8,3,1,FALSE,BRA,29,FALSE
Jury,Myles,Myles Jury,Fury,"5' 10""",145 lbs.,"73.0""",Orthodox,17,4,0,FALSE,USA,29,FALSE
Justino,Cristiane,Cristiane Justino,Cyborg,"5' 8""",145 lbs.,"68.0""",Orthodox,21,2,0,FALSE,POL,31,FALSE
Kaase,Patrick,Patrick Kaase,Kamikaze,"5' 9""",185 lbs.,--,,1,2,0,FALSE,FRA,29,FALSE
Kagan,Emily,Emily Kagan,,"5' 3""",115 lbs.,--,,3,3,0,FALSE,USA,31,FALSE
Kahlon,Oron,Oron Kahlon,,"5' 8""",135 lbs.,"70.0""",Orthodox,16,1,0,FALSE,USA,29,FALSE
Kakai,Sirwan,Sirwan Kakai,Zohan,"5' 5""",135 lbs.,--,Orthodox,12,5,0,FALSE,SWE,28,FALSE
Kakhramonov,Saidyokub,Saidyokub Kakhramonov,,"5' 8""",135 lbs.,"69.0""",Orthodox,10,3,0,FALSE,USA,29,TRUE
Kalman,Geza,Geza Kalman,,"6' 1""",200 lbs.,--,,4,9,0,FALSE,CAN,31,FALSE
Kamaka,Bryson,Bryson Kamaka,,"5' 11""",170 lbs.,--,Orthodox,12,20,1,FALSE,GER,31,FALSE
Kamaka,Kai,Kai Kamaka,The Fighting Hawaiian,"5' 7""",145 lbs.,"69.0""",Orthodox,8,4,1,FALSE,GER,34,FALSE
Kamikubo,Shuya,Shuya Kamikubo,Stealth,"5' 5""",135 lbs.,"68.0""",Switch,13,1,1,FALSE,BRA,29,FALSE
Kampmann,Martin,Martin Kampmann,The Hitman,"6' 0""",170 lbs.,"72.0""",Orthodox,20,7,0,FALSE,DEN,27,FALSE
Kanda,Koya,Koya Kanda,Bushido,"5' 9""",145 lbs.,"75.0""",Southpaw,12,4,0,FALSE,JPN,27,FALSE
Kandare,Bharat,Bharat Kandare,Daring,"5' 7""",135 lbs.,"72.0""",Orthodox,5,3,0,FALSE,IND,31,FALSE
Kanehara,Hiromitsu,Hiromitsu Kanehara,,"5' 10""",200 lbs.,--,Orthodox,19,27,5,FALSE,IND,31,FALSE
Kanehara,Masanori,Masanori Kanehara,,"5' 7""",135 lbs.,"67.0""",Orthodox,26,12,5,FALSE,JPN,27,FALSE
Kaneko,Ken,Ken Kaneko,,"6' 0""",161 lbs.,--,Orthodox,0,3,0,FALSE,JPN,27,FALSE
Kang,Denis,Denis Kang,,"5' 11""",185 lbs.,"77.0""",Orthodox,35,16,2,FALSE,CAN,31,FALSE
Kang,Kyung Ho,Kyung Ho Kang,Mr. Perfect,"5' 9""",135 lbs.,"73.0""",Orthodox,19,9,0,FALSE,SKO,27,FALSE
Kape,Manel,Manel Kape,StarBoy,"5' 5""",125 lbs.,"68.0""",Southpaw,18,6,0,FALSE,POR,27,TRUE
Kaplan,David,David Kaplan,Diamond,"5' 7""",155 lbs.,--,Orthodox,3,4,0,FALSE,USA,31,FALSE
Kara-France,Kai,Kai Kara-France,Don't Blink,"5' 4""",125 lbs.,"69.0""",Orthodox,24,11,0,FALSE,RUS,34,TRUE
Karakhanyan,Georgi,Georgi Karakhanyan,Insane,"5' 8""",145 lbs.,--,,26,7,1,FALSE,USA,31,FALSE
Karalexis,Alex,Alex Karalexis,The Assassin,"5' 8""",155 lbs.,"66.0""",Orthodox,10,6,0,FALSE,USA,#N/A,FALSE
Kareckaite,Ernesta,Ernesta Kareckaite,,--,125 lbs.,--,,4,0,1,FALSE,RUS,31,FALSE
Kasanganay,Impa,Impa Kasanganay,Tshilobo,"5' 11""",170 lbs.,"75.0""",Orthodox,9,2,0,FALSE,USA,31,FALSE
Kashimura,Jinnosuke,Jinnosuke Kashimura,,"5' 7""",155 lbs.,"71.0""",Southpaw,4,2,0,FALSE,JPN,34,FALSE
Kassem,Nadia,Nadia Kassem,,"5' 5""",125 lbs.,"66.0""",Southpaw,5,2,0,FALSE,AUS,29,FALSE
Kasuya,Yusuke,Yusuke Kasuya,,"5' 7""",155 lbs.,--,Southpaw,9,3,0,FALSE,JPN,28,FALSE
Kato,Tetsuji,Tetsuji Kato,,--,155 lbs.,--,Orthodox,20,10,0,FALSE,JPN,28,FALSE
Kato,Hisaki,Hisaki Kato,,"6' 0""",185 lbs.,--,,8,2,0,FALSE,JPN,31,FALSE
Katona,Brad,Brad Katona,,"5' 6""",135 lbs.,"64.0""",Orthodox,8,2,0,FALSE,CAN,31,FALSE
Kattar,Calvin,Calvin Kattar,,"5' 11""",145 lbs.,"72.0""",Orthodox,23,7,0,FALSE,USA,31,TRUE
Kaufman,Sarah,Sarah Kaufman,,"5' 5""",135 lbs.,"66.0""",Orthodox,18,4,0,FALSE,CAN,29,FALSE
Kawaguchi,Yusuke,Yusuke Kawaguchi,,"6' 0""",255 lbs.,--,,18,12,0,FALSE,JPN,28,FALSE
Kawaihae,Canaan,Canaan Kawaihae,,"6' 0""",145 lbs.,"71.0""",Southpaw,6,2,0,FALSE,USA,31,FALSE
Kawajiri,Tatsuya,Tatsuya Kawajiri,Crusher,"5' 7""",145 lbs.,"69.0""",Orthodox,36,11,2,FALSE,JPN,28,FALSE
Kawamura,Ryo,Ryo Kawamura,,"5' 11""",205 lbs.,--,Orthodox,18,9,4,FALSE,JPN,29,FALSE
Kay,Doug,Doug Kay,,--,--,--,,0,0,0,FALSE,JPN,31,FALSE
Kazama,Toshiomi,Toshiomi Kazama,,"5' 7""",135 lbs.,"69.0""",Orthodox,10,3,0,FALSE,JPN,28,FALSE
Kedzie,Julie,Julie Kedzie,,"5' 5""",135 lbs.,--,Orthodox,16,13,0,FALSE,USA,34,FALSE
Keenan,Ryan,Ryan Keenan,,"5' 10""",170 lbs.,--,,6,2,0,FALSE,USA,29,FALSE
Keith,CJ,CJ Keith,,"6' 0""",155 lbs.,--,Orthodox,8,4,0,FALSE,USA,27,FALSE
Kelades,Chris,Chris Kelades,The Greek Assassin,"5' 7""",125 lbs.,"68.0""",Orthodox,9,3,0,FALSE,CAN,27,FALSE
Kelleher,Brian,Brian Kelleher,Boom,"5' 6""",135 lbs.,"66.0""",Switch,24,14,0,FALSE,USA,31,TRUE
Kellem,Mayana,Mayana Kellem,,"5' 5""",135 lbs.,--,Orthodox,7,1,0,FALSE,BRA,27,FALSE
Kelley,Tony,Tony Kelley,Primetime,"5' 9""",135 lbs.,"70.0""",Switch,8,3,0,FALSE,USA,28,FALSE
Kelly,Paul,Paul Kelly,,"5' 9""",155 lbs.,"70.0""",Orthodox,14,5,0,FALSE,ENG,29,FALSE
Kelly,John,John Kelly,,"5' 9""",170 lbs.,--,,5,4,0,FALSE,ENG,34,FALSE
Kelly,Daniel,Daniel Kelly,,"6' 0""",185 lbs.,"70.0""",Southpaw,13,4,0,FALSE,AUS,31,FALSE
Kennedy,Tim,Tim Kennedy,,"5' 11""",185 lbs.,"74.0""",Orthodox,18,6,0,FALSE,USA,28,FALSE
Kennedy,Steve,Steve Kennedy,The Steamrolla,"5' 11""",170 lbs.,--,Orthodox,24,8,0,FALSE,AUS,28,FALSE
Kennedy,Jeremy,Jeremy Kennedy,JBC,"5' 11""",145 lbs.,"71.0""",Orthodox,11,1,0,FALSE,CAN,31,FALSE
Kennell,Waylon,Waylon Kennell,,"6' 0""",185 lbs.,--,,6,2,0,FALSE,USA,28,FALSE
Kenney,Casey,Casey Kenney,,"5' 7""",135 lbs.,"68.0""",Southpaw,16,4,1,FALSE,USA,31,TRUE
Keremuaili,Maimaitituoheti,Maimaitituoheti Keremuaili,Kyrgyz Mountain Eagle,"5' 6""",135 lbs.,"66.0""",Orthodox,26,11,0,FALSE,CHN,27,FALSE
Kerpe,Aurelijus,Aurelijus Kerpe,,--,--,--,Orthodox,11,22,0,FALSE,FRA,31,FALSE
Kerr,Mark,Mark Kerr,The Smashing Machine,"6' 3""",266 lbs.,--,Switch,15,11,0,FALSE,ENG,27,FALSE
Kerr,Will,Will Kerr,,"5' 10""",155 lbs.,"69.0""",Orthodox,9,3,0,FALSE,ENG,28,FALSE
Keslar,Ron,Ron Keslar,,--,185 lbs.,--,,11,9,0,FALSE,USA,29,FALSE
Khabilov,Rustam,Rustam Khabilov,Tiger,"5' 8""",155 lbs.,"73.0""",Orthodox,24,4,0,FALSE,RUS,29,FALSE
Khaliev,Adam,Adam Khaliev,,"6' 0""",170 lbs.,--,Orthodox,6,0,0,FALSE,RUS,#N/A,FALSE
Khandozhko,Sergey,Sergey Khandozhko,Honda,"6' 1""",170 lbs.,"74.0""",Orthodox,28,6,1,FALSE,RUS,29,FALSE
Kharitonov,Sergei,Sergei Kharitonov,,"6' 0""",245 lbs.,--,Orthodox,26,6,0,FALSE,RUS,29,FALSE
Khashakyan,Alfred,Alfred Khashakyan,The Fearless,"5' 8""",135 lbs.,"70.0""",Orthodox,8,3,0,FALSE,USA,31,FALSE
Khizriev,Aliaskhab,Aliaskhab Khizriev,Black Wolf,"5' 9""",185 lbs.,"74.0""",Southpaw,14,0,0,FALSE,RUS,31,TRUE
Ki,WonBin,WonBin Ki,The Danger,"5' 11""",155 lbs.,"73.0""",Orthodox,17,9,0,FALSE,SKO,28,FALSE
Kianzad,Pannie,Pannie Kianzad,Banzai,"5' 7""",135 lbs.,"66.0""",Orthodox,17,6,0,FALSE,SWE,29,TRUE
Kikuchi,Akira,Akira Kikuchi,,"5' 8""",155 lbs.,--,Orthodox,16,4,0,FALSE,POL,#N/A,FALSE
Kikuno,Katsunori,Katsunori Kikuno,,"5' 8""",145 lbs.,"66.0""",Orthodox,24,8,2,FALSE,JPN,27,FALSE
Kikuta,Sanae,Sanae Kikuta,,"5' 9""",200 lbs.,--,Orthodox,31,9,3,FALSE,JPN,29,FALSE
Kilburn,Jacob,Jacob Kilburn,The Killer,"5' 9""",145 lbs.,"72.0""",Orthodox,8,4,0,FALSE,USA,31,FALSE
Kim,Dong Hyun,Dong Hyun Kim,Stun Gun,"6' 2""",170 lbs.,"76.0""",Southpaw,22,4,1,FALSE,KOR,31,FALSE
Kim,Jin Oh,Jin Oh Kim,,"5' 9""",205 lbs.,--,Orthodox,0,4,0,FALSE,SKO,34,FALSE
Kim,Dae Won,Dae Won Kim,,"5' 11""",180 lbs.,--,Orthodox,11,7,0,FALSE,SKO,31,FALSE
Kim,Jong Wang,Jong Wang Kim,,"6' 1""",240 lbs.,--,,13,23,0,FALSE,SKO,34,FALSE
Kim,Jong Won,Jong Won Kim,,"5' 7""",139 lbs.,--,Orthodox,0,1,0,FALSE,SKO,34,FALSE
Kim,Min Soo,Min Soo Kim,,"6' 1""",255 lbs.,--,Southpaw,3,7,0,FALSE,SKO,27,FALSE
Kim,Jong Man,Jong Man Kim,Special Force,"5' 7""",139 lbs.,--,Orthodox,23,11,3,FALSE,SKO,34,FALSE
Kim,Ji Yeon,Ji Yeon Kim,Firefist,"5' 7""",125 lbs.,"72.0""",Orthodox,9,7,2,FALSE,KOR,31,TRUE
Kim,MinWoo,MinWoo Kim,Korean MOAI,"5' 8""",135 lbs.,"72.0""",Orthodox,10,2,0,FALSE,SKO,27,FALSE
Kim,HanSeul,HanSeul Kim,Spade,"6' 1""",170 lbs.,"74.0""",Southpaw,13,5,0,FALSE,SKO,31,FALSE
Kim,KyeungPyo,KyeungPyo Kim,Redhorse,"5' 9""",155 lbs.,"71.0""",Orthodox,11,4,0,FALSE,SKO,27,FALSE
Kim,Sangwook,Sangwook Kim,Frogman,"6' 0""",155 lbs.,"72.0""",Orthodox,8,2,0,FALSE,SKO,29,FALSE
Kim,SangWon,SangWon Kim,No Problem,"5' 9""",145 lbs.,"69.0""",Orthodox,10,5,1,FALSE,SKO,29,FALSE
Kimball,Jeremy,Jeremy Kimball,,"6' 0""",205 lbs.,"72.0""",Switch,15,8,0,FALSE,USA,31,FALSE
Kimmons,Rob,Rob Kimmons,The Rosedale Reaper,"5' 10""",185 lbs.,"73.0""",Orthodox,25,9,0,FALSE,USA,29,FALSE
Kimura,Dustin,Dustin Kimura,The Diamond,"5' 7""",135 lbs.,"71.0""",Orthodox,11,3,0,FALSE,USA,31,FALSE
Kin,Taiei,Taiei Kin,,"5' 11""",185 lbs.,--,Orthodox,6,3,0,FALSE,JPN,28,FALSE
King,Mike,Mike King,,"6' 3""",185 lbs.,--,,5,1,0,FALSE,USA,27,FALSE
Kingsbury,Kyle,Kyle Kingsbury,Kingsbu,"6' 4""",205 lbs.,"79.0""",Orthodox,11,6,0,FALSE,USA,27,FALSE
Kinoshita,Yusaku,Yusaku Kinoshita,,"6' 0""",170 lbs.,"71.0""",Southpaw,6,2,0,FALSE,JPN,28,FALSE
Kirk,Kamuela,Kamuela Kirk,The Jawaiian,"5' 10""",155 lbs.,"75.0""",Switch,12,5,0,FALSE,USA,34,TRUE
Kiseliov,Yurij,Yurij Kiseliov,Playboy,"5' 8""",185 lbs.,--,Orthodox,5,4,0,FALSE,RUS,28,FALSE
Kish,Justine,Justine Kish,,"5' 5""",125 lbs.,"64.0""",Orthodox,7,4,0,FALSE,USA,34,FALSE
Kitao,Koji,Koji Kitao,,"6' 7""",350 lbs.,--,Southpaw,1,2,0,FALSE,JPN,27,FALSE
Kitaoka,Satoru,Satoru Kitaoka,,"5' 6""",154 lbs.,--,,40,14,9,FALSE,JPN,29,FALSE
Kiwram,Top Noi,Top Noi Kiwram,,"5' 5""",125 lbs.,"67.0""",Southpaw,9,5,0,FALSE,THA,28,FALSE
Klein,Ludovit,Ludovit Klein,Mr. Highlight,"5' 7""",155 lbs.,"72.0""",Southpaw,19,4,1,FALSE,SVK,27,FALSE
Kleinbeck,Seth,Seth Kleinbeck,Mass Destruction,"6' 2""",185 lbs.,--,,8,4,0,FALSE,USA,29,FALSE
Klever,Stefan,Stefan Klever,,--,185 lbs.,--,Orthodox,6,1,0,FALSE,POL,28,FALSE
Klinkhammer,Felix,Felix Klinkhammer,,"6' 0""",170 lbs.,--,,7,0,0,FALSE,ENG,31,FALSE
Klose,Drakkar,Drakkar Klose,,"5' 9""",155 lbs.,"70.0""",Orthodox,13,2,1,FALSE,USA,31,TRUE
Knaap,Michael,Michael Knaap,Hammer,"6' 2""",220 lbs.,--,Orthodox,18,22,3,FALSE,RUS,27,FALSE
Knabjian,Kevin,Kevin Knabjian,,"5' 10""",170 lbs.,--,Orthodox,12,7,1,FALSE,RUS,27,FALSE
Knight,Jason,Jason Knight,The Kid,"5' 10""",145 lbs.,"71.0""",Orthodox,20,5,0,FALSE,USA,31,FALSE
Knight,William,William Knight,Knightmare,"5' 10""",205 lbs.,"73.0""",Orthodox,11,5,0,FALSE,USA,28,TRUE
Knutsson,Josefine,Josefine Knutsson,Thunder,"5' 3""",115 lbs.,"61.0""",Orthodox,4,0,0,FALSE,SWE,34,FALSE
Kobayashi,Isao,Isao Kobayashi,,"5' 8""",145 lbs.,--,,21,4,4,FALSE,JPN,31,FALSE
Kobold,Kelly,Kelly Kobold,Blood Red,"5' 6""",135 lbs.,--,Orthodox,19,3,1,FALSE,TJK,27,FALSE
Koch,Erik,Erik Koch,Phoenix,"5' 10""",170 lbs.,"71.0""",Southpaw,16,6,0,FALSE,USA,31,FALSE
Koh,Sokun,Sokun Koh,,"6' 1""",205 lbs.,--,,4,1,0,FALSE,USA,28,FALSE
Kohara,Shingo,Shingo Kohara,,"5' 6""",135 lbs.,--,,1,0,0,FALSE,USA,29,FALSE
Kohler,Brad,Brad Kohler,,"5' 9""",220 lbs.,--,Orthodox,12,15,0,FALSE,USA,31,FALSE
Kohler,Charlie,Charlie Kohler,,"5' 9""",155 lbs.,--,Orthodox,8,4,1,FALSE,USA,27,FALSE
Kohsaka,Tsuyoshi,Tsuyoshi Kohsaka,TK,"5' 11""",225 lbs.,--,Orthodox,27,19,2,FALSE,JPN,28,FALSE
